molecule_chembl_id,pchembl_value,relation,type,units,value
CHEMBL4289981,5.46,=,IC50,uM,3.47
CHEMBL4279297,6.68,=,IC50,uM,0.21
CHEMBL4289908,5.23,=,IC50,uM,5.92
CHEMBL4282037,5.91,=,IC50,uM,1.22
CHEMBL4287595,6.04,=,IC50,uM,0.91
CHEMBL4292235,6.68,=,IC50,uM,0.21
CHEMBL4285714,6.13,=,IC50,uM,0.74
CHEMBL4292235,6.72,=,Ki,nM,190.0
CHEMBL4293612,,,INH,,
CHEMBL4282350,,,INH,,
CHEMBL4290227,,,INH,,
CHEMBL4289106,,,INH,,
CHEMBL4281228,,,INH,,
CHEMBL4295227,,,INH,,
CHEMBL4280058,,,INH,,
CHEMBL4283520,,,INH,,
CHEMBL4291362,,,INH,,
CHEMBL4286877,,,INH,,
CHEMBL4292235,,,INH,,
CHEMBL3965046,4.51,=,IC50,uM,31.0
CHEMBL4293179,,>,IC50,uM,200.0
CHEMBL4285972,5.00,=,IC50,uM,10.0
CHEMBL4278046,5.34,=,IC50,uM,4.6
CHEMBL4284506,4.03,=,IC50,uM,93.0
CHEMBL4295165,,=,IC50,uM,113.0
CHEMBL4288000,,=,IC50,uM,115.0
CHEMBL4277357,4.24,=,IC50,uM,57.0
CHEMBL4291400,4.70,=,IC50,uM,20.0
CHEMBL4280753,4.06,=,IC50,uM,87.0
CHEMBL4281203,,=,IC50,uM,138.0
CHEMBL4289086,4.89,=,IC50,uM,13.0
CHEMBL4284619,4.75,=,IC50,uM,18.0
CHEMBL4292499,,=,IC50,uM,110.0
CHEMBL4283139,,=,IC50,uM,190.0
CHEMBL4290992,4.85,=,IC50,uM,14.0
CHEMBL4276694,4.72,=,IC50,uM,19.0
CHEMBL4287340,5.31,=,IC50,uM,4.9
CHEMBL4291845,5.68,=,IC50,uM,2.1
CHEMBL4284931,,,INH,,
CHEMBL4282593,,,INH,,
CHEMBL4282357,,>,IC50,nM,10000.0
CHEMBL4290236,5.48,=,IC50,nM,3312.0
CHEMBL4285759,4.99,=,IC50,nM,10132.0
CHEMBL4293626,5.49,=,IC50,nM,3213.0
CHEMBL4282357,,=,INH,%,47.0
CHEMBL4290236,,=,INH,%,65.0
CHEMBL4285759,,=,INH,%,66.0
CHEMBL4293626,,=,INH,%,68.0
CHEMBL502,8.00,=,IC50,nM,10.0
CHEMBL4289318,6.21,=,IC50,nM,620.0
CHEMBL4293801,6.77,=,IC50,nM,170.0
CHEMBL4285912,5.94,=,IC50,nM,1150.0
CHEMBL4290401,5.79,=,IC50,nM,1640.0
CHEMBL4282527,6.35,=,IC50,nM,450.0
CHEMBL4294609,6.52,=,IC50,nM,300.0
CHEMBL4287548,6.06,=,IC50,nM,880.0
CHEMBL4294783,6.96,=,IC50,nM,110.0
CHEMBL4284165,7.64,=,IC50,nM,23.0
CHEMBL4291372,6.43,=,IC50,nM,370.0
CHEMBL4280725,5.38,=,IC50,nM,4130.0
CHEMBL4287970,7.34,=,IC50,nM,46.0
CHEMBL4277332,6.24,=,IC50,nM,580.0
CHEMBL4284591,6.50,=,IC50,nM,320.0
CHEMBL4292477,7.39,=,IC50,nM,41.0
CHEMBL4277548,7.68,=,IC50,nM,21.0
CHEMBL4285779,7.48,=,IC50,nM,33.0
CHEMBL4291296,7.04,=,IC50,nM,91.0
CHEMBL4283450,6.77,=,IC50,nM,170.0
CHEMBL4294701,6.06,=,IC50,nM,870.0
CHEMBL4286799,6.96,=,IC50,nM,110.0
CHEMBL4284495,7.25,=,IC50,nM,56.0
CHEMBL4295144,5.84,=,IC50,nM,1460.0
CHEMBL4287889,5.44,=,IC50,nM,3610.0
CHEMBL4285601,6.52,=,IC50,nM,300.0
CHEMBL4286731,5.13,=,IC50,nM,7490.0
CHEMBL4292446,6.18,=,IC50,nM,660.0
CHEMBL4283079,5.63,=,IC50,nM,2360.0
CHEMBL4290940,6.01,=,IC50,nM,970.0
CHEMBL4284495,7.96,=,Ki,nM,11.0
CHEMBL4286799,7.24,=,Ki,nM,57.0
CHEMBL4277548,7.92,=,Ki,nM,12.0
CHEMBL4292477,7.21,=,Ki,nM,62.0
CHEMBL4287970,7.41,=,Ki,nM,39.0
CHEMBL4284165,7.96,=,Ki,nM,11.0
CHEMBL4294783,7.68,=,Ki,nM,21.0
CHEMBL4293801,7.22,=,Ki,nM,60.0
CHEMBL502,7.66,=,IC50,nM,22.0
CHEMBL636,5.52,=,IC50,nM,3030.0
CHEMBL659,6.52,=,IC50,nM,300.0
CHEMBL4283585,,>,Activity,%,80.0
CHEMBL4278201,,>,Activity,%,80.0
CHEMBL4288890,,>,Activity,%,80.0
CHEMBL4294570,,=,Activity,%,75.8
CHEMBL4283974,,>,Activity,%,80.0
CHEMBL4291165,,>,Activity,%,80.0
CHEMBL4280532,,>,Activity,%,80.0
CHEMBL4287764,,=,Activity,%,72.9
CHEMBL4277107,,>,Activity,%,80.0
CHEMBL4284357,,>,Activity,%,80.0
CHEMBL4292256,,>,Activity,%,80.0
CHEMBL4280947,,>,Activity,%,80.0
CHEMBL4288849,,>,Activity,%,80.0
CHEMBL4284141,,>,Activity,%,80.0
CHEMBL4294752,,>,Activity,%,80.0
CHEMBL4287511,,>,Activity,%,80.0
CHEMBL4279606,,>,Activity,%,80.0
CHEMBL4277303,,>,Activity,%,80.0
CHEMBL4287944,,>,Activity,%,80.0
CHEMBL165,,,Activity,,
CHEMBL153,,,Activity,,
CHEMBL95,6.94,=,IC50,nM,114.8
CHEMBL4292574,,,Activity,,
CHEMBL4294906,,,Activity,,
CHEMBL4288558,,,Activity,,
CHEMBL4282163,,,Activity,,
CHEMBL4282360,,,Activity,,
CHEMBL4283986,,,Activity,,
CHEMBL4280848,,,Activity,,
CHEMBL4288742,,,Activity,,
CHEMBL4284261,,,Activity,,
CHEMBL4276921,,,Activity,,
CHEMBL4292574,,,Activity,,
CHEMBL4294906,,,Activity,,
CHEMBL4288558,,,Activity,,
CHEMBL4282163,,,Activity,,
CHEMBL4282360,,,Activity,,
CHEMBL4283986,,,Activity,,
CHEMBL4280848,,,Activity,,
CHEMBL4288742,,,Activity,,
CHEMBL4284261,,,Activity,,
CHEMBL4276921,,,Activity,,
CHEMBL4292574,,,Activity,,
CHEMBL4294906,,,Activity,,
CHEMBL4288558,,,Activity,,
CHEMBL4282163,,,Activity,,
CHEMBL4282360,,,Activity,,
CHEMBL4283986,,,Activity,,
CHEMBL4280848,,,Activity,,
CHEMBL4288742,,,Activity,,
CHEMBL4284261,,,Activity,,
CHEMBL4276921,,,Activity,,
CHEMBL4292574,,,Activity,,
CHEMBL4294906,,,Activity,,
CHEMBL4288558,,,Activity,,
CHEMBL4282163,,,Activity,,
CHEMBL4282360,,,Activity,,
CHEMBL4283986,,,Activity,,
CHEMBL4280848,,,Activity,,
CHEMBL4288742,,,Activity,,
CHEMBL4284261,,,Activity,,
CHEMBL4276921,,,Activity,,
CHEMBL4292574,,,Activity,,
CHEMBL4282163,5.48,=,Ki,uM,3.3
CHEMBL4280224,4.42,=,Ki,uM,37.7
CHEMBL4282163,5.11,=,Ki,uM,7.8
CHEMBL4280224,4.80,=,Ki,uM,16.0
CHEMBL4280605,,=,Ki,10'4/M/min,1.9
CHEMBL4292399,,=,IC50,uM,844.5
CHEMBL4286677,,=,IC50,uM,482.5
CHEMBL4294906,,=,IC50,uM,270.6
CHEMBL4288558,,=,IC50,uM,456.0
CHEMBL4282163,5.20,=,IC50,uM,6.3
CHEMBL4285213,,=,IC50,uM,131.1
CHEMBL4280224,4.32,=,IC50,uM,48.3
CHEMBL4282360,,=,IC50,uM,1053.5
CHEMBL4283986,,=,IC50,uM,805.1
CHEMBL4280848,,=,IC50,uM,125.2
CHEMBL4288742,,=,IC50,uM,1151.0
CHEMBL4284261,,=,IC50,uM,965.1
CHEMBL4276921,,=,IC50,uM,1536.5
CHEMBL4292574,,=,IC50,uM,333.5
CHEMBL4276921,,,Activity,,
CHEMBL4284261,,,Activity,,
CHEMBL4288742,,,Activity,,
CHEMBL4280848,,,Activity,,
CHEMBL4283986,,,Activity,,
CHEMBL4282360,,,Activity,,
CHEMBL4280224,,,Activity,,
CHEMBL4285213,,,Activity,,
CHEMBL4282163,,,Activity,,
CHEMBL4288558,,,Activity,,
CHEMBL4294906,,,Activity,,
CHEMBL4286677,,,Activity,,
CHEMBL4292399,,,Activity,,
CHEMBL4286677,,=,Activity,%,40.0
CHEMBL4286677,,=,Activity,%,40.0
CHEMBL4286677,,<=,Activity,%,40.0
CHEMBL4286677,,=,Activity,%,40.0
CHEMBL4280224,,<,Activity,%,25.0
CHEMBL4282163,,=,Activity,%,50.0
CHEMBL4280224,,<,Activity,%,25.0
CHEMBL4282163,,=,Activity,%,50.0
CHEMBL4280224,,<,Activity,%,25.0
CHEMBL4282163,,=,Activity,%,50.0
CHEMBL4280224,,<,Activity,%,25.0
CHEMBL4282163,,=,Activity,%,50.0
CHEMBL4282163,,=,Activity,%,100.0
CHEMBL4282163,,=,Activity,%,100.0
CHEMBL4280224,,=,K,/min,0.01
CHEMBL4282163,,=,K,/min,0.02
CHEMBL4280224,,=,K,/min,0.002
CHEMBL4282163,,=,K,/min,0.025
CHEMBL4280224,,=,K,/min,0.01
CHEMBL4282163,,=,K,/min,0.19
CHEMBL4280224,,=,K,/min,0.001
CHEMBL4282163,,=,K,/min,0.025
CHEMBL4280224,,=,K,/min,0.047
CHEMBL4282163,,=,K,/min,0.245
CHEMBL4280224,,=,K,/min,0.008
CHEMBL4282163,,=,K,/min,0.205
CHEMBL4280224,,=,K,/min,0.114
CHEMBL4282163,,=,K,/min,0.581
CHEMBL4280224,,=,K,/min,0.03
CHEMBL4282163,,=,K,/min,0.174
CHEMBL4280224,,,K,,
CHEMBL4282163,,,K,,
CHEMBL4280224,,,K,,
CHEMBL4282163,,,K,,
CHEMBL4280224,,,INH,,
CHEMBL4282163,,,INH,,
CHEMBL4280224,,,INH,,
CHEMBL4282163,,,INH,,
CHEMBL4276921,,,Activity,,
CHEMBL4284261,,,Activity,,
CHEMBL4280848,,,Activity,,
CHEMBL4285213,,,Activity,,
CHEMBL4288558,,,Activity,,
CHEMBL4286677,,,Activity,,
CHEMBL4276921,,,Activity,,
CHEMBL4284261,,,Activity,,
CHEMBL4280848,,,Activity,,
CHEMBL4285213,,,Activity,,
CHEMBL4288558,,,Activity,,
CHEMBL4286677,,,Activity,,
CHEMBL4280224,4.75,=,IC50,uM,17.8
CHEMBL4280224,5.20,=,Ki,uM,6.3
CHEMBL4280224,4.43,=,Ki,uM,37.4
CHEMBL4287826,5.47,=,IC50,uM,3.42
CHEMBL4283390,5.65,=,IC50,uM,2.23
CHEMBL4286736,5.61,=,IC50,uM,2.44
CHEMBL4279488,5.86,=,IC50,uM,1.38
CHEMBL502,7.32,=,IC50,uM,0.048
CHEMBL4288282,5.67,=,IC50,uM,2.12
CHEMBL4277644,5.60,=,IC50,uM,2.51
CHEMBL4284895,5.70,=,IC50,uM,2.01
CHEMBL4292766,6.12,=,IC50,uM,0.75
CHEMBL4295126,5.88,=,IC50,uM,1.33
CHEMBL4284475,6.01,=,IC50,uM,0.98
CHEMBL4291697,5.75,=,IC50,uM,1.78
CHEMBL4281066,5.79,=,IC50,uM,1.62
CHEMBL4293155,5.61,=,IC50,uM,2.44
CHEMBL4282558,5.59,=,IC50,uM,2.54
CHEMBL4281727,5.42,=,IC50,uM,3.81
CHEMBL4292349,5.46,=,IC50,uM,3.46
CHEMBL4278260,5.56,=,IC50,uM,2.78
CHEMBL3819548,6.35,=,IC50,uM,0.45
CHEMBL3819320,5.60,=,IC50,uM,2.51
CHEMBL4278298,,=,INH,%,20.09
CHEMBL4288456,,=,INH,%,15.71
CHEMBL4280244,,=,INH,%,34.07
CHEMBL4289509,,=,INH,%,30.18
CHEMBL4278832,,=,INH,%,12.62
CHEMBL4279917,,=,INH,%,27.71
CHEMBL4291237,,=,INH,%,28.14
CHEMBL4294635,,=,INH,%,43.39
CHEMBL4283390,5.50,=,Ki,uM,3.2
CHEMBL502,7.42,=,Ki,nM,38.0
CHEMBL4292766,5.85,=,Ki,uM,1.4
CHEMBL807,,,IC50,,
CHEMBL4591167,,=,Ratio IC50,,44.0
CHEMBL4471659,,=,Ratio IC50,,6.0
CHEMBL4558495,,=,Ratio IC50,,6.0
CHEMBL4469343,,=,Ratio IC50,,6.0
CHEMBL4462369,,=,Ratio IC50,,6.0
CHEMBL4438626,,=,Ratio IC50,,6.0
CHEMBL4469066,6.33,=,IC50,uM,0.47
CHEMBL4591167,8.60,=,IC50,nM,2.5
CHEMBL4471659,9.52,=,IC50,nM,0.3
CHEMBL4558495,8.85,=,IC50,nM,1.4
CHEMBL4469343,8.70,=,IC50,nM,2.0
CHEMBL4462369,8.89,=,IC50,nM,1.3
CHEMBL4438626,8.85,=,IC50,nM,1.4
CHEMBL292314,7.84,=,IC50,nM,14.5
CHEMBL3259988,,,IC50,,
CHEMBL78010,,=,INH,%,37.8
CHEMBL95,6.52,=,IC50,uM,0.3
CHEMBL78010,,>,IC50,uM,250.0
CHEMBL4438650,4.74,=,IC50,uM,18.3
CHEMBL4532623,4.17,=,IC50,uM,68.0
CHEMBL4537240,6.11,=,IC50,uM,0.78
CHEMBL4476091,5.50,=,IC50,uM,3.2
CHEMBL502,7.96,=,IC50,uM,0.011
CHEMBL4541746,,,INH,,
CHEMBL4441833,,,INH,,
CHEMBL1420,,=,K,/M/min,578.0
CHEMBL4541746,,=,K,/M/min,20.0
CHEMBL4441833,,=,K,/M/min,0.81
CHEMBL1420,,=,Kd,mM,0.14
CHEMBL4541746,,=,Kd,mM,5.5
CHEMBL4441833,,=,Kd,mM,60.6
CHEMBL1420,,=,Kr,/min,0.081
CHEMBL4541746,,=,Kr,/min,0.11
CHEMBL4441833,,=,Kr,/min,0.049
CHEMBL4575084,,=,Activity,%,5.4
CHEMBL4551728,,=,Activity,%,7.3
CHEMBL4441833,,=,Activity,%,65.6
CHEMBL4450482,,=,Activity,%,10.6
CHEMBL4565854,,=,Activity,%,16.8
CHEMBL4541746,,=,Activity,%,100.0
CHEMBL4568229,,=,Activity,%,5.4
CHEMBL369768,4.13,=,IC50,uM,74.71
CHEMBL4578305,4.04,=,IC50,uM,91.07
CHEMBL362378,4.77,=,IC50,uM,17.14
CHEMBL393417,,=,IC50,uM,126.7
CHEMBL241806,,=,IC50,uM,127.18
CHEMBL3311038,,=,IC50,uM,121.6
CHEMBL3311040,,=,IC50,uM,131.17
CHEMBL4550657,,,IC50,,
CHEMBL240545,,,IC50,,
CHEMBL4516315,,,IC50,,
CHEMBL659,5.80,=,IC50,uM,1.6
CHEMBL659,,=,INH,%,98.89
CHEMBL4516315,,=,INH,%,13.31
CHEMBL240545,,=,INH,%,27.63
CHEMBL4550657,,=,INH,%,21.22
CHEMBL3311040,,=,INH,%,39.93
CHEMBL3311038,,=,INH,%,23.56
CHEMBL241806,,=,INH,%,30.0
CHEMBL393417,,=,INH,%,33.52
CHEMBL362378,,=,INH,%,83.15
CHEMBL4578305,,=,INH,%,36.42
CHEMBL369768,,=,INH,%,47.44
CHEMBL659,,=,INH,%,98.89
CHEMBL362378,5.13,=,Ki,uM,7.39
CHEMBL362378,4.53,=,IC50,uM,29.56
CHEMBL362378,,,Activity,,
CHEMBL636,6.04,=,IC50,uM,0.92
CHEMBL255231,4.28,=,IC50,uM,52.4
CHEMBL4530184,,=,INH,%,70.6
CHEMBL54470,6.96,=,IC50,nM,110.0
CHEMBL4457445,,=,INH,%,9.1
CHEMBL4458430,,=,INH,%,28.8
CHEMBL4440639,,=,INH,%,5.7
CHEMBL4467762,,=,INH,%,6.2
CHEMBL4538361,,=,INH,%,0.4
CHEMBL4457554,,=,INH,%,6.0
CHEMBL4554714,,=,INH,%,6.4
CHEMBL4469668,,=,INH,%,3.9
CHEMBL4567099,,=,INH,%,17.8
CHEMBL4566207,,=,INH,%,13.6
CHEMBL4454960,,=,INH,%,26.1
CHEMBL4559112,,=,INH,%,16.3
CHEMBL4437800,,=,INH,%,2.1
CHEMBL4516376,,=,INH,%,4.1
CHEMBL636,5.81,=,IC50,nM,1535.0
CHEMBL4554810,,=,INH,%,35.5
CHEMBL2152545,5.42,=,IC50,uM,3.8
CHEMBL2152545,5.42,=,pIC50,,5.42
CHEMBL4583273,6.06,=,IC50,uM,0.88
CHEMBL4583273,6.06,=,pIC50,,6.06
CHEMBL4553968,5.92,=,IC50,uM,1.2
CHEMBL4553968,5.91,=,pIC50,,5.91
CHEMBL4533477,8.57,=,IC50,nM,2.7
CHEMBL4451843,,=,IC50,pM,7.6
CHEMBL4453954,6.85,=,IC50,uM,0.14
CHEMBL4450045,5.85,=,IC50,uM,1.4
CHEMBL4470448,6.08,=,IC50,uM,0.84
CHEMBL4464759,6.05,=,IC50,uM,0.89
CHEMBL4459482,5.89,=,IC50,uM,1.3
CHEMBL4530960,6.07,=,IC50,uM,0.86
CHEMBL4578377,6.32,=,IC50,uM,0.48
CHEMBL4173258,6.28,=,IC50,nM,530.0
CHEMBL3417009,7.80,=,Ki,nM,16.0
CHEMBL54,,,INH,,
CHEMBL85251,,,INH,,
CHEMBL3417009,,=,INH,%,96.0
CHEMBL502,,=,INH,%,98.0
CHEMBL4537101,,=,INH,%,95.0
CHEMBL4540355,,=,INH,%,78.0
CHEMBL4526050,,=,INH,%,97.0
CHEMBL4444843,,=,INH,%,95.0
CHEMBL4585990,,=,INH,%,98.0
CHEMBL4529710,,=,INH,%,93.0
CHEMBL4562793,,=,INH,%,92.0
CHEMBL4567394,,=,INH,%,55.0
CHEMBL4454706,,=,INH,%,96.0
CHEMBL4559904,,=,INH,%,97.0
CHEMBL4541090,,=,INH,%,87.0
CHEMBL4583738,,=,INH,%,74.0
CHEMBL4578844,,=,INH,%,93.0
CHEMBL54,,,IC50,,
CHEMBL85251,,,IC50,,
CHEMBL502,8.22,=,IC50,nM,6.0
CHEMBL4537101,7.04,=,IC50,nM,91.4
CHEMBL4540355,6.56,=,IC50,nM,275.0
CHEMBL4526050,7.69,=,IC50,nM,20.4
CHEMBL4444843,7.54,=,IC50,nM,28.8
CHEMBL4585990,7.88,=,IC50,nM,13.3
CHEMBL4529710,7.29,=,IC50,nM,51.0
CHEMBL4562793,7.03,=,IC50,nM,94.0
CHEMBL4567394,6.14,=,IC50,nM,716.0
CHEMBL4454706,7.40,=,IC50,nM,40.0
CHEMBL4559904,7.07,=,IC50,nM,84.4
CHEMBL4541090,6.58,=,IC50,nM,260.6
CHEMBL4583738,6.25,=,IC50,nM,559.0
CHEMBL4578844,6.88,=,IC50,nM,133.0
CHEMBL4537101,,,INH,,
CHEMBL4456911,,=,INH,%,11.2
CHEMBL4438286,,>,IC50,uM,30.0
CHEMBL4568349,,>,IC50,uM,30.0
CHEMBL4449395,,>,IC50,uM,30.0
CHEMBL79993,,,IC50,,
CHEMBL395280,7.48,=,IC50,uM,0.033
CHEMBL659,5.77,=,IC50,uM,1.7
CHEMBL206106,5.77,=,IC50,uM,1.7
CHEMBL295124,6.16,=,IC50,uM,0.7
CHEMBL4548293,4.18,=,IC50,uM,66.0
CHEMBL452895,4.01,=,IC50,uM,97.0
CHEMBL508781,,>,IC50,uM,100.0
CHEMBL504323,,>,IC50,uM,100.0
CHEMBL4585711,,>,IC50,uM,100.0
CHEMBL4590539,4.17,=,IC50,uM,68.0
CHEMBL4434785,,,IC50,,
CHEMBL11531,,>,IC50,uM,100.0
CHEMBL4444239,,=,IC50,uM,955.3
CHEMBL4476639,,=,IC50,uM,205.6
CHEMBL4448071,,=,IC50,uM,319.2
CHEMBL4465544,4.20,=,IC50,uM,62.8
CHEMBL4576193,4.70,=,IC50,uM,20.1
CHEMBL4582736,5.19,=,IC50,uM,6.5
CHEMBL4594199,4.32,=,IC50,uM,47.9
CHEMBL4445377,4.11,=,IC50,uM,77.4
CHEMBL4483487,,=,IC50,uM,294.9
CHEMBL4475612,,=,IC50,uM,100.2
CHEMBL4532224,,=,IC50,uM,221.2
CHEMBL502,8.21,=,IC50,nM,6.2
CHEMBL4582736,6.20,=,Ki,uM,0.63
CHEMBL14638,4.07,=,IC50,uM,86.1
CHEMBL4589118,7.85,=,IC50,nM,14.0
CHEMBL4591636,5.62,=,IC50,uM,2.4
CHEMBL4545210,5.30,=,IC50,uM,5.0
CHEMBL4566976,5.80,=,IC50,uM,1.6
CHEMBL3323035,7.47,=,IC50,nM,33.9
CHEMBL3323053,5.27,=,IC50,uM,5.4
CHEMBL4173258,6.28,=,IC50,nM,530.0
CHEMBL1929421,6.09,=,IC50,nM,810.0
CHEMBL4542112,5.56,=,IC50,uM,2.73
CHEMBL4445026,6.05,=,IC50,uM,0.9
CHEMBL4443988,5.15,=,IC50,uM,7.03
CHEMBL4526428,4.89,=,IC50,uM,12.8
CHEMBL4592037,5.43,=,IC50,uM,3.75
CHEMBL4553902,5.64,=,IC50,uM,2.3
CHEMBL4557164,5.39,=,IC50,uM,4.03
CHEMBL4441059,5.98,=,IC50,uM,1.05
CHEMBL4447258,5.84,=,IC50,uM,1.46
CHEMBL4466829,5.98,=,IC50,uM,1.05
CHEMBL4444030,5.96,=,IC50,uM,1.11
CHEMBL4580216,6.21,=,IC50,uM,0.61
CHEMBL4435058,6.11,=,IC50,uM,0.786
CHEMBL4435178,6.24,=,IC50,uM,0.571
CHEMBL4525409,6.53,=,IC50,uM,0.293
CHEMBL4458648,6.66,=,IC50,uM,0.218
CHEMBL4556651,5.24,=,IC50,uM,5.77
CHEMBL4459154,6.02,=,IC50,uM,0.961
CHEMBL95,6.38,=,IC50,uM,0.412
CHEMBL4458648,,,INH,,
CHEMBL4458648,,,INH,,
CHEMBL4458648,6.92,=,Ki,nM,121.0
CHEMBL4458648,6.60,=,Ki,nM,253.0
CHEMBL4516936,,=,INH,%,10.1
CHEMBL4460596,,=,INH,%,7.5
CHEMBL4465753,,=,INH,%,4.5
CHEMBL4526805,,=,INH,%,7.2
CHEMBL4554770,,=,INH,%,7.6
CHEMBL4532443,,=,INH,%,6.6
CHEMBL4456372,,=,INH,%,24.6
CHEMBL4532096,,=,INH,%,24.3
CHEMBL4574899,,=,INH,%,20.4
CHEMBL4524445,,=,INH,%,4.7
CHEMBL4570988,,=,INH,%,19.9
CHEMBL4468258,,=,INH,%,6.3
CHEMBL4437598,,=,INH,%,9.5
CHEMBL4458644,,=,INH,%,3.4
CHEMBL4554927,,=,INH,%,5.0
CHEMBL4435059,,=,INH,%,10.4
CHEMBL4463667,,=,INH,%,11.9
CHEMBL4473983,,=,INH,%,16.2
CHEMBL4457932,,=,INH,%,10.9
CHEMBL4565769,,=,INH,%,11.2
CHEMBL4569064,,=,INH,%,4.8
CHEMBL4522104,,=,INH,%,6.0
CHEMBL95,6.40,=,IC50,uM,0.4
CHEMBL659,5.42,=,IC50,nM,3800.0
CHEMBL95,7.52,=,IC50,nM,30.0
CHEMBL636,5.38,=,IC50,nM,4150.0
CHEMBL502,8.24,=,IC50,nM,5.7
CHEMBL4536838,7.51,=,IC50,nM,30.7
CHEMBL4541077,7.58,=,IC50,nM,26.2
CHEMBL4456928,8.44,=,IC50,nM,3.61
CHEMBL4456928,,=,INH,%,61.8
CHEMBL4522757,7.22,=,IC50,nM,60.6
CHEMBL4534662,7.26,=,IC50,nM,55.1
CHEMBL4451532,8.79,=,IC50,nM,1.63
CHEMBL4466652,8.72,=,IC50,nM,1.9
CHEMBL4569511,8.29,=,IC50,nM,5.15
CHEMBL292314,7.70,=,IC50,nM,20.0
CHEMBL140476,9.11,=,IC50,uM,0.00078
CHEMBL140476,6.91,=,IC50,uM,0.123
CHEMBL140476,9.49,=,IC50,uM,0.00032
CHEMBL4443426,,=,IC50,10'-12M,0.005
CHEMBL199861,,=,IC50,10'-12M,0.005
CHEMBL199670,,=,IC50,10'-12M,0.005
CHEMBL4556734,,=,IC50,10'-12M,0.005
CHEMBL383663,,=,IC50,10'-12M,0.005
CHEMBL381499,,=,IC50,10'-12M,0.005
CHEMBL4448350,,=,IC50,10'-12M,0.005
CHEMBL199538,,=,IC50,10'-12M,0.005
CHEMBL199585,,=,IC50,10'-12M,0.005
CHEMBL4590945,,=,IC50,10'-12M,0.005
CHEMBL4543251,,=,IC50,10'-12M,0.005
CHEMBL4455677,,=,IC50,10'-12M,0.005
CHEMBL199454,,=,IC50,10'-12M,0.005
CHEMBL382260,,=,IC50,10'-12M,0.005
CHEMBL4532770,,=,IC50,10'-12M,0.005
CHEMBL199748,,=,IC50,10'-12M,0.005
CHEMBL200008,,=,IC50,10'-12M,0.005
CHEMBL4468781,,=,IC50,10'-12M,0.005
CHEMBL372202,,=,IC50,10'-12M,0.005
CHEMBL370807,,=,IC50,10'-12M,0.005
CHEMBL4579667,,=,IC50,10'-12M,0.005
CHEMBL4469239,,=,IC50,10'-12M,0.005
CHEMBL4467284,,=,IC50,10'-12M,0.005
CHEMBL4443426,,=,Ratio IC50,,70.0
CHEMBL199861,,=,Ratio IC50,,70.0
CHEMBL199670,,=,Ratio IC50,,70.0
CHEMBL4556734,,=,Ratio IC50,,70.0
CHEMBL383663,,=,Ratio IC50,,70.0
CHEMBL381499,,=,Ratio IC50,,70.0
CHEMBL4448350,,=,Ratio IC50,,70.0
CHEMBL199538,,=,Ratio IC50,,70.0
CHEMBL199585,,=,Ratio IC50,,70.0
CHEMBL4590945,,=,Ratio IC50,,70.0
CHEMBL4543251,,=,Ratio IC50,,70.0
CHEMBL4455677,,=,Ratio IC50,,70.0
CHEMBL199454,,=,Ratio IC50,,70.0
CHEMBL382260,,=,Ratio IC50,,70.0
CHEMBL4532770,,=,Ratio IC50,,70.0
CHEMBL199748,,=,Ratio IC50,,70.0
CHEMBL200008,,=,Ratio IC50,,70.0
CHEMBL4468781,,=,Ratio IC50,,70.0
CHEMBL372202,,=,Ratio IC50,,70.0
CHEMBL370807,,=,Ratio IC50,,70.0
CHEMBL4579667,,=,Ratio IC50,,70.0
CHEMBL4469239,,=,Ratio IC50,,70.0
CHEMBL4467284,,=,Ratio IC50,,70.0
CHEMBL3642041,5.96,=,IC50,nM,1096.67
CHEMBL3235503,8.30,=,IC50,nM,5.04
CHEMBL4592066,,=,INH,%,70.2
CHEMBL95,6.30,=,IC50,uM,0.5
CHEMBL4453954,6.85,=,IC50,uM,0.14
CHEMBL4445345,4.92,=,IC50,uM,11.94
CHEMBL4173258,6.28,=,IC50,uM,0.53
CHEMBL1929421,6.09,=,IC50,uM,0.81
CHEMBL14638,4.07,=,IC50,uM,86.1
CHEMBL3235503,,=,INH,%,52.6
CHEMBL4473282,4.36,=,IC50,uM,43.9
CHEMBL4579904,4.28,=,IC50,uM,52.4
CHEMBL356385,5.51,=,IC50,uM,3.06
CHEMBL356385,5.70,=,IC50,uM,2.0
CHEMBL356385,5.47,=,IC50,uM,3.4
CHEMBL4560073,,,INH,,
CHEMBL4587938,,,INH,,
CHEMBL4519119,,,INH,,
CHEMBL4470910,,,INH,,
CHEMBL4533386,,,INH,,
CHEMBL4444570,,,INH,,
CHEMBL4516815,,,INH,,
CHEMBL4443706,,,INH,,
CHEMBL4526390,,,INH,,
CHEMBL1915760,4.68,=,IC50,uM,21.1
CHEMBL502,7.40,=,IC50,uM,0.04
CHEMBL4444497,5.88,=,IC50,uM,1.32
CHEMBL4466944,5.54,=,IC50,uM,2.88
CHEMBL4461560,,>,IC50,uM,10.0
CHEMBL4515603,,>,IC50,uM,10.0
CHEMBL4515376,5.05,=,IC50,uM,8.81
CHEMBL4453331,5.28,=,IC50,uM,5.24
CHEMBL4518298,,>,IC50,uM,10.0
CHEMBL4447438,,>,IC50,uM,10.0
CHEMBL4556097,5.14,=,IC50,uM,7.23
CHEMBL4568241,5.25,=,IC50,uM,5.65
CHEMBL4448745,,>,IC50,uM,10.0
