molecule_chembl_id,smiles,relation,value_nM,activity_type
CHEMBL4575716,Cc1nc(-c2ccccc2)c(-c2ccnc(NC(=O)CCn3cncn3)c2)[nH]1,=,5.18,inactive
CHEMBL4517450,Cc1nc(-c2ccccc2)c(-c2ccnc(NC(=O)CCn3cnnn3)c2)[nH]1,=,4.42,inactive
CHEMBL4446123,CCOC(=O)c1ncc(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,=,0.739,inactive
CHEMBL4518634,CCOC(=O)c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,=,0.899,inactive
CHEMBL4445449,Cc1nc(C(N)=O)[nH]c1-c1ccnc(NC(=O)C2CC2)c1,=,0.013,active
CHEMBL4483032,NC(=O)c1nc(C2CC2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,=,0.003,active
CHEMBL4526183,NC(=O)c1nc(C2CCCCC2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,=,0.003,active
CHEMBL4475312,NC(=O)c1nc(-c2ccccc2O)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,=,0.023,active
CHEMBL4529679,NC(=O)c1nc(-c2cccc(OC(F)(F)F)c2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,=,0.352,inactive
CHEMBL4439815,NC(=O)c1ncc(-c2cc(NC(=O)C3CC3)ncc2Br)[nH]1,=,0.354,inactive
CHEMBL3648680,Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CC[C@@H](N)[C@H](F)CC1,=,23.0,inactive
CHEMBL4545000,c1ccc(-c2noc(CSc3nnc(-c4ccncc4)o3)n2)cc1,=,521.0,inactive
CHEMBL4438334,CC[C@@]1(c2ccccc2)C2=C(CC(C)(C)CC2=O)Nc2n[nH]cc21,=,515.0,inactive
CHEMBL4592453,N=C1NC(=O)/C(=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)S1,=,576.0,inactive
CHEMBL3437678,CN1C(=N)NC(=O)/C1=C\c1ccc(-c2ccc(F)cc2)o1,=,1895.0,inactive
CHEMBL4467604,Cc1ccc(-c2ccc(/C=C3/NC(=S)NC3=O)o2)c(Br)c1,=,862.0,inactive
CHEMBL4537545,N=C1NC(=O)/C(=C\c2ccc(-c3ccccc3Cl)o2)S1,=,565.0,inactive
CHEMBL1878704,NC1=NC(=O)/C(=C\c2ccc(-c3ccccc3[N+](=O)[O-])o2)S1,=,2495.0,inactive
CHEMBL4558089,N=C1NC(=O)/C(=C\c2ccc(-c3cccc(Cl)c3)o2)S1,=,767.0,inactive
CHEMBL4572532,N=C1NC(=O)/C(=C\c2ccc(-c3cccc(C(=O)O)c3)o2)S1,=,308.0,inactive
CHEMBL4442366,CC(=O)/N=C1/NC(=O)/C(=C\c2ccc(-c3ccc(C(=O)O)cc3)o2)S1,=,3724.0,inactive
CHEMBL4444620,N=C1NC(=O)/C(=C\c2ccc(-c3ccc(Cl)cc3Cl)o2)S1,=,1196.0,inactive
CHEMBL4561377,Cc1ccc(-c2ccc(/C=C3/SC(=N)NC3=O)o2)c([N+](=O)[O-])c1,=,320.0,inactive
CHEMBL4459001,N=C1NC(=O)/C(=C\c2ccc(-c3cc([N+](=O)[O-])ccc3Cl)o2)S1,=,1758.0,inactive
CHEMBL4519366,Cc1ccc(-c2ccc(/C=C3/SC(=N)NC3=O)o2)cc1Cl,=,1429.0,inactive
CHEMBL4536515,Cc1c(-c2ccc(/C=C3/SC(=N)NC3=O)o2)ccc([N+](=O)[O-])c1C,=,571.0,inactive
CHEMBL4456469,O=C1NC(=S)N/C1=C/c1ccc(-c2ccccc2Cl)o1,=,917.0,inactive
CHEMBL4526685,O=C1NC(=S)N/C1=C/c1ccc(-c2cccc(C(=O)O)c2)o1,=,338.0,inactive
CHEMBL4452978,O=C1NC(=S)N/C1=C/c1ccc(-c2ccc(C(=O)O)cc2)o1,=,743.0,inactive
CHEMBL4566633,O=C1NC(=S)N/C1=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,=,584.0,inactive
CHEMBL4519757,Cc1ccc(-c2ccc(/C=C3/NC(=S)NC3=O)o2)cc1Cl,=,1291.0,inactive
CHEMBL4436862,O=C1NC(=S)N/C1=C/c1ccc(-c2ccc(Cl)c(Cl)c2)o1,=,678.0,inactive
CHEMBL4452888,CCCOC(=O)c1cc(-c2ccc(/C=C3/NC(=S)NC3=O)o2)ccc1Cl,=,405.0,inactive
CHEMBL4444495,CCCCOC(=O)c1cc(-c2ccc(/C=C3/NC(=S)NC3=O)o2)ccc1Cl,=,1193.0,inactive
CHEMBL4462480,Nc1nccc(-c2cccc(F)c2)c1/N=C/c1ccnc(NC(=O)C2CC2)c1,=,891.0,inactive
CHEMBL4539700,Nc1nccc(-c2ccc(F)cc2)c1/N=C/c1ccnc(NC(=O)C2CC2)c1,=,1204.0,inactive
CHEMBL4460479,Cc1ccc(-c2ccnc(N)c2/N=C/c2ccnc(NC(=O)C3CC3)c2)cc1,=,1252.0,inactive
CHEMBL4580131,Nc1nccc(-c2ccccc2)c1/N=C/c1ccnc(NC(=O)C2CC2)c1,=,633.0,inactive
CHEMBL4455516,Nc1ncc(-c2ccc(F)cc2)cc1/N=C/c1ccnc(NC(=O)C2CC2)c1,=,418.0,inactive
CHEMBL4474810,Cc1csc(-c2cnc(N)c(/N=C/c3ccnc(NC(=O)C4CC4)c3)c2)c1,=,315.0,inactive
CHEMBL4458206,Cc1ccc(-c2cnc(N)c(/N=C/c3ccnc(NC(=O)C4CC4)c3)c2)cc1,=,372.0,inactive
CHEMBL4442834,Nc1ncccc1NC(=O)c1ccnc(NC(=O)C2CC2)c1,=,629.0,inactive
CHEMBL259389,Nc1n[nH]c2nc3ccccc3nc12,=,1.0,inactive
CHEMBL3752684,NC1=NC(c2ccc(F)cc2)NC(=O)N1,=,14.67,inactive
CHEMBL122899,O=c1[nH]c(=O)c2cc[nH]c2[nH]1,=,0.7,inactive
CHEMBL4556827,C#CC(=O)c1ccc2nc(NC(=O)NCc3ccc(OC)cc3)[nH]c2c1,=,2.47,inactive
CHEMBL4516941,C=CC(=O)c1ccc2nc(NC(=O)NCc3ccc(OC)cc3)[nH]c2c1,=,1.82,inactive
CHEMBL4571262,C#CC(=O)c1ccc2nc(NC(=O)NCc3ccc(OC)cc3)sc2c1,=,4.21,inactive
CHEMBL4573681,C=CC(=O)c1ccc2nc(NC(=O)NCc3ccc(OC)cc3)sc2c1,=,4.05,inactive
CHEMBL4532931,COc1ccc(CNC(=O)Nc2nc3ccc(C(=O)CBr)cc3s2)cc1,=,0.77,inactive
CHEMBL4452831,COc1ccc(CNC(=O)Nc2nc3ccc(C(C)=O)cc3s2)cc1,=,2.26,inactive
CHEMBL4514599,COC(=O)Nc1ccc2c(c1)C(=Cc1ccc([N+](=O)[O-])cc1)C(=O)N2,=,0.3479,inactive
CHEMBL4454916,O=C1Nc2ccc(NC(=O)c3ccccc3)cc2/C1=C/c1ccc(O)cc1,=,4.343,inactive
CHEMBL2094331,O=C1Nc2ccccc2/C1=C/c1ccccn1,=,0.00419,active
CHEMBL4465183,O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C\c1ccccn1,=,20.0,inactive
CHEMBL4436958,O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C/c1ccco1,=,12.75,inactive
CHEMBL4529655,Cc1ccc(C(=O)CC2(O)C(=O)Nc3ccc(Nc4ccco4)cc32)cc1,=,1.717,inactive
CHEMBL4440139,O=C1Nc2ccccc2C12CC2c1ccccn1,=,1.231,inactive
CHEMBL4520113,COc1cc(CCC(=O)Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(OC)c1OC,=,363.0,inactive
CHEMBL4474903,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,=,18.46,active
CHEMBL4513323,COc1cc(CC(=O)Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(OC)c1OC,=,510.0,inactive
CHEMBL4547931,COc1ccc(CCC(=O)Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc1,=,542.0,inactive
CHEMBL4592870,COc1cccc(CCC(=O)Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,=,471.0,inactive
CHEMBL4555766,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)Cc3ccc(C(F)(F)F)cc3)c2)[nH]1,=,3242.0,inactive
CHEMBL4518955,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)CCc3ccc(C(F)(F)F)cc3)c2)[nH]1,=,956.0,inactive
CHEMBL4442468,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)[C@@H]3C[C@H]3c3ccccc3)c2)[nH]1,=,808.0,inactive
CHEMBL4435922,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)[C@H]3C[C@H](Cl)C3)c2)[nH]1,=,395.0,inactive
CHEMBL4441042,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CCCO3)c2)[nH]1,=,527.0,inactive
CHEMBL4555253,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)c3ccoc3)c2)[nH]1,=,3654.0,inactive
CHEMBL1272270,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)n1C,=,638.0,inactive
CHEMBL4449296,CSc1nc(-c2ccnc(NC(=O)C3CC3)c2)c(-c2ccc(F)cc2)n1C,=,1780.0,inactive
CHEMBL4452736,COc1cc(CCC(=O)Nc2cc(-c3[nH]c(SCc4ccccc4)nc3-c3ccc(F)cc3)ccn2)cc(OC)c1OC,=,1149.0,inactive
CHEMBL4591390,CC(=O)Nc1cc(-c2[nH]c(SCc3ccccc3)nc2-c2ccc(F)cc2)ccn1,=,560.0,inactive
CHEMBL4437018,O=C(Nc1cc(-c2[nH]c(SCc3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CCCC1,=,663.0,inactive
CHEMBL4452170,O=C(Cc1ccc(F)cc1)Nc1cc(-c2[nH]c(SCc3ccccc3)nc2-c2ccc(F)cc2)ccn1,=,1499.0,inactive
CHEMBL4449570,C[S+]([O-])c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CCC3)c2)[nH]1,=,428.0,inactive
CHEMBL4568095,O=C(Nc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CC1,=,570.0,inactive
CHEMBL4582385,Cc1ncc(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,=,1684.0,inactive
CHEMBL4536012,CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,=,492.1,inactive
CHEMBL4472277,O=C(CNC(=O)c1cnc2[nH]cc(-c3ccncc3)c2c1)NCCc1c[nH]c2ccccc12,=,994.0,inactive
CHEMBL4449662,O=C(CNC(=O)c1ccc2[nH]cc(-c3ccncc3)c2c1)NCCc1c[nH]c2ccccc12,=,33800.0,inactive
CHEMBL4521500,CC(=O)c1ccc(-c2c[nH]c3ncc(/C=C/C(=O)NCCc4ccccn4)cc23)cc1,=,1.37,active
CHEMBL4463440,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccncc1,=,3.59,active
CHEMBL4559431,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccc2[nH]ccc2c1,=,462.0,inactive
CHEMBL4449746,O=C(/C=C/c1cnc2[nH]cc(-c3ccncc3)c2c1)NCc1ccncc1,=,2.75,active
CHEMBL4527984,O=C(/C=C/c1cnc2[nH]cc(-c3cccnc3)c2c1)NCc1ccncc1,=,16.5,active
CHEMBL4443821,O=C(/C=C/c1cnc2[nH]cc(-c3ccc(F)cc3)c2c1)NCc1ccncc1,=,22.8,active
CHEMBL4579826,CC(=O)c1ccc(-c2c[nH]c3ncc(/C=C/C(=O)NCc4ccncc4)cc23)cc1,=,1.42,active
CHEMBL4543687,NC(=O)c1ccc(-c2c[nH]c3ncc(/C=C/C(=O)NCc4ccncc4)cc23)cc1,=,4.43,active
CHEMBL4468662,COc1ccc(-c2c[nH]c3ncc(/C=C/C(=O)NCc4ccncc4)cc23)cc1,=,0.508,active
CHEMBL4442898,O=C(C/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]c2ccccc12,=,3760.0,inactive
CHEMBL277294,O=C1NC(=O)c2ccccc21,=,20.22,inactive
CHEMBL4449010,O=C(CCCCCNC(=S)Nc1ccc2c(c1)C(=O)NC2=O)NO,=,2.69,inactive
CHEMBL4575045,O=C(CCCCNC(=S)Nc1ccc2c(c1)C(=O)NC2=O)NO,=,4.11,inactive
CHEMBL4590543,O=C(CCCNC(=S)Nc1ccc2c(c1)C(=O)NC2=O)NO,=,9.85,inactive
CHEMBL4443876,O=C(CCNC(=S)Nc1ccc2c(c1)C(=O)NC2=O)NO,=,19.96,inactive
CHEMBL4593348,CCC(CC)CNc1c(C(N)=O)cnc2ccc(C#N)cc12,=,0.55,inactive
CHEMBL4568087,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,=,23.0,active
CHEMBL4646272,COc1cc2c(CNC3CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)cc3c(c2cc1OC)C(=O)NC3=O,=,0.31,inactive
CHEMBL4632910,COc1cc2c(CNC3CCN(S(C)(=O)=O)CC3)cc3c(c2cc1OC)C(=O)NC3=O,=,0.36,inactive
CHEMBL4647588,CN1C(=O)CC(c2ccccc2)N=C1SCc1cn(-c2ccccc2)nn1,=,0.916,inactive
CHEMBL4645499,CN1C(=O)CC(c2ccccc2)N=C1SCc1cn(-c2ccc(C(C)(C)C)cc2)nn1,=,1.34,inactive
CHEMBL4642636,COc1ccccc1-n1cc(CSC2=NC(c3ccccc3)CC(=O)N2C)nn1,=,1.314,inactive
CHEMBL4633926,FC(F)(F)c1nc2ccccc2n1Cc1nnc(SCc2cn(-c3ccccc3)nn2)o1,=,0.32,inactive
CHEMBL4643895,CCc1ccc(-n2cc(CSc3nnc(Cn4c(C(F)(F)F)nc5ccccc54)o3)nn2)cc1,=,0.39,inactive
CHEMBL4645337,CC(C)n1cc(C2=C(c3cccc(NC(=O)CF)c3)C(=O)NC2=O)c2cccnc21,=,0.017,active
CHEMBL4647220,C=CC(=O)Nc1cccc(C2=C(c3cn(C)c4cc(OC)ccc34)C(=O)NC2=O)c1,=,0.69,inactive
CHEMBL4640300,COc1ccc(-c2cc(=O)c3c(OC)c([C@H]4O[C@H](C(=O)N[C@@H](C)C(F)(F)F)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,=,0.59,inactive
CHEMBL4646033,COc1ccc(-c2cc(=O)c3c(OC)c([C@H]4O[C@H](C(=O)N[C@H](C)C(F)(F)F)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,=,2.3,inactive
CHEMBL4643516,COc1ccc(-c2cc(=O)c3c(OC)c([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,=,239.2,inactive
CHEMBL4645199,COc1ccc(-c2cc(=O)c3c(OC)c([C@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,=,237.3,inactive
CHEMBL4636722,COc1ccc(/C=C/C(O)=C/C(=O)/C=C/c2ccc(OCc3ccccc3)cc2)cc1OC,=,0.9,inactive
CHEMBL4632385,Cc1ccc2[nH]nc(C(=O)NCC3CCN(C(=O)Nc4ccccc4)CC3)c2c1,=,0.64,inactive
CHEMBL4634634,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,=,28.11,inactive
CHEMBL4647659,CC(C)Oc1ccc(F)c(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC[C@@H](C(=O)O)C3)n2)c1,=,0.016,active
CHEMBL4640598,c1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1,=,44.48,inactive
CHEMBL4640465,Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1,=,1.95,inactive
CHEMBL4648047,O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)C1CC1,=,0.63,inactive
CHEMBL4641631,O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)NC1CC1,=,5.64,inactive
CHEMBL4641672,O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)N1CCOCC1,=,46.5,inactive
CHEMBL3735506,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(F)c4F)cc23)CC1,=,0.018,active
CHEMBL4641082,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,=,0.014,active
CHEMBL4635680,O=C(NCC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,=,0.02,active
CHEMBL4634867,O=C(NCC1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,=,0.026,active
CHEMBL4633727,O=C(NC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,=,0.022,active
CHEMBL4633136,O=C(NC1CCS(=O)(=O)C1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,=,0.014,active
CHEMBL4638321,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccnc3)cc12,=,0.022,active
CHEMBL4632807,CC(C)Oc1cncc(-c2ccc3[nH]nc(C(=O)NCC4CCOCC4)c3c2)c1,=,0.004,active
CHEMBL4643920,COCc1cncc(-c2ccc3[nH]nc(C(=O)NCC4CCOCC4)c3c2)c1,=,0.006,active
CHEMBL4640019,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cncc(CO)c3)cc12,=,0.004,active
CHEMBL4636306,COCc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCOCC3)c2c1,=,0.028,active
CHEMBL4763626,Cl.NCCO/N=C1C(=C2/C(=O)Nc3ccc([N+](=O)[O-])cc32)/Nc2ccc(O)cc2/1,=,5.46,active
CHEMBL4747992,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccc(F)cc2)CC1,=,0.003,active
CHEMBL4776811,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2cccc(F)c2)CC1,=,0.009000000000000001,active
CHEMBL4748993,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2F)CC1,=,0.015,active
CHEMBL4794823,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2)CC1,=,0.008,active
CHEMBL4756451,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)c(F)c2)CC1,=,0.01,active
CHEMBL4755445,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2c(F)cccc2F)CC1,=,0.005,active
CHEMBL4795876,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2cccc(F)c2)CC1,=,0.026000000000000002,active
CHEMBL4742138,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2Cl)CC1,=,0.027000000000000003,active
CHEMBL4796437,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2)CC1,=,0.019,active
CHEMBL4787873,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1O,=,0.011000000000000001,active
CHEMBL4792678,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1,=,0.005,active
CHEMBL4792741,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Br)cc2)CC1,=,0.026000000000000002,active
CHEMBL4753139,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2F)CC1,=,0.013999999999999999,active
CHEMBL4748792,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2)CC1,=,0.016,active
CHEMBL4752296,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OC1CCN(Cc2ccccc2)CC1,=,0.006999999999999999,active
CHEMBL4094562,C#Cc1nc(Nc2ccccc2)nc2[nH]cnc12,=,7.4,inactive
CHEMBL4747410,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(-c2c3c(nc4ccccc24)CCCC3)nn1,=,6.5,active
CHEMBL4744911,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,=,14.6,active
CHEMBL4756424,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nn1,=,26.3,active
CHEMBL4779478,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,=,20.8,active
CHEMBL4789145,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,=,22.0,active
CHEMBL4790790,COc1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(OC(F)(F)F)cc5)c4)no3)cc2)cc1,=,15.39,inactive
CHEMBL4792401,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(OC(F)(F)F)cc5)c4)no3)cc2)cc1,=,7.66,inactive
CHEMBL4748212,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(OC(F)(F)F)cc5)c4)no3)cc2)c1,=,8.32,inactive
CHEMBL4777194,CC(=O)c1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(OC(F)(F)F)cc5)c4)no3)cc2)cc1,=,1.02,inactive
CHEMBL4781092,O=S(=O)(Nc1ccc(-c2nc(-c3ccnc(Nc4ccc(OC(F)(F)F)cc4)c3)no2)cc1)c1ccccc1OC(F)(F)F,=,1.21,inactive
CHEMBL4792749,O=S(=O)(Nc1ccc(-c2nc(-c3ccnc(Nc4ccc(OC(F)(F)F)cc4)c3)no2)cc1)c1cccc(C(F)(F)F)c1,=,2.63,inactive
CHEMBL4746226,CC(=O)Nc1cccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(OC(F)(F)F)cc5)c4)no3)cc2)c1,=,2.17,inactive
CHEMBL4759305,O=S(=O)(Nc1ccc(-c2nc(-c3ccnc(Nc4ccc(OC(F)(F)F)cc4)c3)no2)cc1)c1ccc(OC(F)(F)F)cc1,=,8.74,inactive
CHEMBL4785368,O=S(=O)(Nc1ccc(-c2nc(-c3ccnc(Nc4ccc(OC(F)(F)F)cc4)c3)no2)cc1)c1ccc(F)c(Cl)c1,=,18.95,inactive
CHEMBL4741761,O=S(=O)(Nc1ccc(-c2nc(-c3ccnc(Nc4ccc(OC(F)(F)F)cc4)c3)no2)cc1)c1ccc(F)cc1,=,2.69,inactive
CHEMBL4743208,O=S(=O)(Nc1ccc(-c2nc(-c3ccnc(Nc4ccc(OC(F)(F)F)cc4)c3)no2)cc1)c1ccc(Br)cc1,=,3.12,inactive
CHEMBL4740478,O=S(=O)(Nc1ccc(-c2nc(-c3ccnc(Nc4ccc(OC(F)(F)F)cc4)c3)no2)cc1)c1cccs1,=,7.63,inactive
CHEMBL4748786,COC(=O)c1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(OC(F)(F)F)cc5)c4)no3)cc2)s1,=,1.19,inactive
CHEMBL4797249,O=S(=O)(Nc1ccc(-c2nc(-c3ccnc(Nc4ccc(OC(F)(F)F)cc4)c3)no2)cc1)c1ccc(Cl)s1,=,2.98,inactive
CHEMBL4753278,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(F)c(C(F)(F)F)c5)c4)no3)cc2)cc1,=,3.93,inactive
CHEMBL4791654,CC(C)(C)c1ccc(Nc2cc(-c3noc(-c4ccc(NS(=O)(=O)c5ccc(C(C)(C)C)cc5)cc4)n3)ccn2)cc1,=,0.56,inactive
CHEMBL4761660,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(C(F)(F)F)cc5)c4)no3)cc2)cc1,=,1.49,inactive
CHEMBL4799574,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(F)c(F)c5)c4)no3)cc2)cc1,=,1.32,inactive
CHEMBL4752122,CCc1ccc(Nc2cc(-c3noc(-c4ccc(NS(=O)(=O)c5ccc(C(C)(C)C)cc5)cc4)n3)ccn2)cc1,=,3.24,inactive
CHEMBL4792822,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(Cl)cc5F)c4)no3)cc2)cc1,=,2.85,inactive
CHEMBL4757059,COc1ccc(Nc2cc(-c3noc(-c4ccc(NS(=O)(=O)c5ccc(C(C)(C)C)cc5)cc4)n3)ccn2)cc1,=,9.89,inactive
CHEMBL4794583,CC(C)c1ccc(Nc2cc(-c3noc(-c4ccc(NS(=O)(=O)c5ccc(C(C)(C)C)cc5)cc4)n3)ccn2)cc1,=,2.07,inactive
CHEMBL4794134,Cc1ccccc1Nc1cc(-c2noc(-c3ccc(NS(=O)(=O)c4ccc(C(C)(C)C)cc4)cc3)n2)ccn1,=,2.29,inactive
CHEMBL4793635,Cc1ccc(Nc2cc(-c3noc(-c4ccc(NS(=O)(=O)c5ccc(C(C)(C)C)cc5)cc4)n3)ccn2)cc1,=,4.56,inactive
CHEMBL4751438,Cc1cccc(Nc2cc(-c3noc(-c4ccc(NS(=O)(=O)c5ccc(C(C)(C)C)cc5)cc4)n3)ccn2)c1,=,0.94,inactive
CHEMBL3651854,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C)CC1,=,4.3,inactive
CHEMBL4781112,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3ncccc3F)ccc2N)C[C@@H](O)[C@]1(C)O,=,0.54,inactive
CHEMBL4748741,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,=,874.3,inactive
CHEMBL4788432,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,=,639.2,inactive
CHEMBL4787336,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,=,27.7,active
CHEMBL4757470,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,=,19.7,active
